Feature ID	Taxon	Confidence
0015ddf3119838602c85b977edc18e18	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9999227331924927
0022289c6f47b7e7b61feb5e5c5412f2	D_0__Bacteria;D_1__Nitrospinae;D_2__Nitrospinia;D_3__Nitrospinales;D_4__Nitrospinaceae;D_5__LS-NOB;D_6__uncultured bacterium	0.8388004618591192
00230345f159f06f84c05f4afa53d9f7	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade	0.9999903869108931
0024fbe75676875cf207653d9d38d283	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Steroidobacterales;D_4__Woeseiaceae;D_5__Woeseia	0.9763004428263239
004705034fef71f946c57e1b0904e67b	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__uncultured	0.7555957695714294
004c7ead6616ac91380721ddb83648bf	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa	0.9985511596093705
005619117abfe7ba0ebedbfc6b636410	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Planoglabratella opercularis;D_5__Planoglabratella opercularis;D_6__Planoglabratella opercularis	0.952736801389726
00649da878ba655ecd3765e73bc43e58	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi	0.7942383600293655
0066ec03ab28eeb58c41757628b6450f	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade;D_6__uncultured marine microorganism	0.8640573179314497
006dfae8867f38032e30ff42946219ba	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Ciliophora;D_6__Oligotrichia	0.8610740069759734
0079dcf9a677fae462bc2cbb67a2279e	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Francisellales;D_4__Francisellaceae;D_5__[Caedibacter] taeniospiralis group	0.9335191936365085
007fd0942b0c354af3a4239bb5acc269	Unassigned	0.5111834283542287
00a5eb024abb4100e1dac2ed71a07aa4	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Virgulinella fragilis;D_5__Virgulinella fragilis;D_6__Virgulinella fragilis	0.9529400588063244
00b0ce69df1b07a9b6677d2cd6150400	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_8__Palpata;D_9__Sabellida	0.9690498697865336
00c8d4d4d998564177e8998f375702c9	D_0__Eukaryota;D_1__SAR;D_2__Alveolata	0.9999223214906633
00fc7a5bb8604d56565a9724025cf261	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS4 marine group;D_6__uncultured marine bacterium	0.8086763747051074
01362a8e50691006b9f21a614f6b749c	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__uncultured	0.9987902684736086
01516e4e955e06eb68b75699df4d1b1e	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Protalveolata;D_4__Syndiniales;D_5__Syndiniales Group II	0.9487912274762171
016891198c24207e2bb70275d5b06124	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Blastopirellula	0.9909797005130548
0176edbcf0e5aac1bc723a8b5258ed03	Unassigned	0.30843089272029367
0182ce18e93c022e2d904dcb14aecdc7	D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata;D_3__Marine Group II;D_4__marine metagenome;D_5__marine metagenome;D_6__marine metagenome	0.9830759386324213
0183d1ba6712540d0e219fb88b3dc13d	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae	0.9989714203426517
0194b3c8e69a7e1eb2e8dc8a34d20f13	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Oligoflexales;D_4__Oligoflexaceae;D_5__uncultured	0.9999286173717118
01b1742f736925edff1ba7e6e8752b99	D_0__Bacteria;D_1__PAUC34f;D_2__uncultured marine bacterium;D_3__uncultured marine bacterium;D_4__uncultured marine bacterium;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.8911491105722426
01b2e2dc32e27daef7f3414906cc445f	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_7__Rhabditophora;D_8__Polycladida	0.9316000772265813
01ca12ae4bc289b4eefab8fea032a408	D_0__Eukaryota;D_1__Cryptophyceae;D_2__Cryptomonadales;D_3__uncultured eukaryote;D_4__uncultured eukaryote;D_5__uncultured eukaryote;D_6__uncultured eukaryote	0.9959980304775883
01d95fe854367ed6bc55af61e66569ac	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__UBA10353 marine group;D_4__uncultured gamma proteobacterium;D_5__uncultured gamma proteobacterium;D_6__uncultured gamma proteobacterium	0.7818909344546794
01f18e07d963512818f467df8bd5e3f3	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Dinoflagellata;D_5__Gymnodiniphycidae;D_6__Gyrodinium;D_7__uncultured marine eukaryote	0.769567348961661
0250b444fe2f2daa356bc78a17ce40db	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade	0.9999127131465709
0252e634cab36d996fcf78fb91f4ce58	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae	0.8307047117911565
026242d1b32deb6bc9e42fec32d77163	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9992157809543968
026374655b7635112ee9ad156080c293	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Virgulinella fragilis;D_5__Virgulinella fragilis;D_6__Virgulinella fragilis	0.9158535241772555
02638b7efc695702fb653fc675ea1dcf	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Protalveolata;D_4__Syndiniales	0.9896114664125085
029906a1f355ecf4b3c8529d4606ee88	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prolixibacteraceae;D_5__BSV13;D_6__uncultured bacterium	0.9967930204019552
029a077b8b31144a67163739d865dc5e	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_7__Hydroidolina;D_8__Leptothecata;D_9__Clytia gracilis	0.9641481625625202
02a27b4d360e3d892a7e01afa81e5225	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Microtrichaceae;D_5__Sva0996 marine group	0.9763330126813639
02be6402651ed130e9f3d9c670484b83	D_0__Bacteria;D_1__Patescibacteria;D_2__WS6 (Dojkabacteria);D_3__uncultured anaerobic bacterium;D_4__uncultured anaerobic bacterium;D_5__uncultured anaerobic bacterium;D_6__uncultured anaerobic bacterium	0.8074522173171947
02cf8d40a5f10f9935b357029d482080	D_0__Bacteria;D_1__Patescibacteria;D_2__ABY1;D_3__Candidatus Komeilibacteria;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9999489795092305
02f39cb5f040c6db7d4f85ec3a02e4c2	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bacteriovoracaceae;D_5__Peredibacter	0.972552926486468
031298c6df95425dd70fd9a26550423e	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__S25-593;D_5__uncultured bacterium;D_6__uncultured bacterium	0.7593107093634095
031a052b4e33c9dc06cc9f9e6131d025	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__metagenome;D_5__metagenome;D_6__metagenome	0.9864749060923771
034ad37271c33dfd7aa942a55d86d369	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus	0.994220848985888
0353134ab77f2c8bbe24093e3240b80b	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9997738212837793
039bea79aa22ed43d1f10b4e601ec05f	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bacteriovoracaceae;D_5__Peredibacter	0.7955029028432886
03bde31b326d802cdae62514024ddd4d	D_0__Bacteria;D_1__Proteobacteria	0.7654683104042881
03db50e91c3e31cfe379c2bdf84ba69e	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_9__Copepoda;D_10__Cyclopoida	0.8224080825490907
03eaa07024385999601bb6f246c9f6d6	D_0__Bacteria;D_1__Tenericutes;D_2__Mollicutes;D_3__Izimaplasmatales;D_4__Izimaplasmataceae;D_5__uncultured Firmicutes bacterium;D_6__uncultured Firmicutes bacterium	0.9890574379949685
040ad91815d8110216bd751d0b583292	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured	0.9977956040667206
043bf9f7588acb61615e1597e00fdce0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS4 marine group	0.9906551296741805
0453e69607ab1973b3fc9fec62da9803	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9997764460952633
0456a47227b981f5e7ec8b629bcf1626	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Rubinisphaeraceae;D_5__uncultured	0.9873800311201139
047135540464eeda5eac4f4efa02c1f5	D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata;D_3__Marine Group II	0.9999946852807116
047c4f86a0f0edc08306cb715389c14e	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_7__Hexacorallia;D_8__Actiniaria	0.9564954318295293
049aed2879c5d37f38fa46dab3ec6932	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Rubripirellula;D_6__uncultured planctomycete	0.8793058073004258
049dee76397fc7896e6f357275508cc6	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__Neptuniibacter;D_6__uncultured bacterium	0.9923629143371889
04b641bd29cc44dae72ee83b45b77a30	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Protalveolata;D_4__Syndiniales;D_5__Syndiniales Group I	0.9551740517746572
